"method","rep","sd1","sd2","n1","delta","n2","p","width"
"Welch",16,1,2,2,2,18,0.36878021992859,15.9756289700303
"Student",17,1,2,2,2,18,0.0734412111835101,6.51473996051922
"Welch",17,1,2,2,2,18,1.98354888468835e-05,2.15786453386125
"Student",18,1,2,2,2,18,0.179839962216788,6.37122468854727
"Welch",18,1,2,2,2,18,0.283675738131625,16.9031147927581
"Student",19,1,2,2,2,18,0.154106777693168,5.09664781767504
"Welch",19,1,2,2,2,18,0.000278085937778174,1.68062677420282
"Student",20,1,2,2,2,18,0.276317834220577,7.39886318205708
"Welch",20,1,2,2,2,18,0.00305639630499921,2.41775067581769
"Student",21,1,2,2,2,18,0.303576604492366,5.77687221208975
"Welch",21,1,2,2,2,18,0.00466810296833297,1.88808802640516
"Student",22,1,2,2,2,18,0.73861030844726,5.76942767197741
"Welch",22,1,2,2,2,18,0.536042266327574,4.19759737978023
"Student",23,1,2,2,2,18,0.219134218391631,5.97934272506563
"Welch",23,1,2,2,2,18,0.396847922115562,23.9203512991871
"Student",24,1,2,2,2,18,0.022950439696124,5.06811094116471
"Welch",24,1,2,2,2,18,0.25062736860106,25.8957903329661
"Student",25,1,2,2,2,18,0.150939302421196,5.75466118920008
"Welch",25,1,2,2,2,18,0.00234209972485486,2.27948525507335
"Student",26,1,2,2,2,18,0.240792631618483,8.5341798807904
"Welch",26,1,2,2,2,18,0.109016757797196,7.08651069978411
"Student",27,1,2,2,2,18,0.632301993064208,5.78090862326655
"Welch",27,1,2,2,2,18,0.703169838904462,23.2615232852325
"Student",28,1,2,2,2,18,0.0541258738552445,6.93828837628103
"Welch",28,1,2,2,2,18,0.00349933078413247,3.47695697529733
"Student",29,1,2,2,2,18,0.141562123855229,6.86171305706448
"Welch",29,1,2,2,2,18,0.213026726056237,14.3936398210595
"Student",30,1,2,2,2,18,0.264159144259271,8.05448469598645
"Welch",30,1,2,2,2,18,0.0978558918116857,5.89591572218627
"Student",31,1,2,2,2,18,0.367829601393634,7.30693013883479
"Welch",31,1,2,2,2,18,0.31109309554627,11.4072248499839
"Student",32,1,2,2,2,18,0.508639662723184,5.59674113776687
"Welch",32,1,2,2,2,18,0.0847731515071568,2.07929659955507
"Student",33,1,2,2,2,18,0.397817795130112,6.54026476970524
"Welch",33,1,2,2,2,18,0.0164405796343343,2.13738825646909
"Student",34,1,2,2,2,18,0.392753466023923,8.05651817524732
"Welch",34,1,2,2,2,18,0.19063228114652,6.50056280998864
"Student",35,1,2,2,2,18,0.698344618618988,7.50436155953437
"Welch",35,1,2,2,2,18,0.345581520116482,3.24195476331097
"Student",36,1,2,2,2,18,0.810902232206291,6.32832833445377
"Welch",36,1,2,2,2,18,0.559288766868572,2.79994528957478
"Student",37,1,2,2,2,18,0.125007057263171,5.0687985995759
"Welch",37,1,2,2,2,18,0.000125744330224884,1.6727623728369
"Student",38,1,2,2,2,18,0.408159003919679,5.43452066167811
"Welch",38,1,2,2,2,18,0.113936194313284,2.96588479552865
"Student",39,1,2,2,2,18,0.316908841347105,5.97580548954519
"Welch",39,1,2,2,2,18,0.00575071222323979,1.95854025510084
"Student",40,1,2,2,2,18,0.00410697545309508,3.44311257096805
"Welch",40,1,2,2,2,18,1.2047405463638e-08,1.129372484069
"Student",41,1,2,2,2,18,0.488995112357928,8.12735812837626
"Welch",41,1,2,2,2,18,0.376698450611234,10.9050777100475
"Student",42,1,2,2,2,18,0.451013634955752,6.11992734860809
"Welch",42,1,2,2,2,18,0.066299547899355,2.42529190157781
"Student",43,1,2,2,2,18,0.0763288364792638,7.31319244645018
"Welch",43,1,2,2,2,18,0.0156336237547619,4.46841896600962
"Student",44,1,2,2,2,18,0.304149286634575,7.96933059957184
"Welch",44,1,2,2,2,18,0.00520704244889358,2.65199238276834
"Student",45,1,2,2,2,18,0.0210789888872232,5.10250048900855
"Welch",45,1,2,2,2,18,0.186263075865007,18.3143563166535
"Student",46,1,2,2,2,18,0.286311146283087,6.60356969055346
"Welch",46,1,2,2,2,18,0.29868725041057,12.9342032670764
"Student",47,1,2,2,2,18,0.125479505349618,6.71071989945145
"Welch",47,1,2,2,2,18,0.00579043246552644,3.07549991857715
"Student",48,1,2,2,2,18,0.033329649952082,5.27694653546755
"Welch",48,1,2,2,2,18,0.0147021280453477,3.70158428679052
"Student",49,1,2,2,2,18,0.398040245231826,5.35789781623474
"Welch",49,1,2,2,2,18,0.348640509157972,8.99303447874761
"Student",50,1,2,2,2,18,0.386509413711983,6.83110235140683
"Welch",50,1,2,2,2,18,0.28913165186945,8.95965561367226
"Student",51,1,2,2,2,18,0.904151875115428,5.30388400116413
"Welch",51,1,2,2,2,18,0.78309911966764,2.68478771004199
"Student",52,1,2,2,2,18,0.0286479251207304,6.23570614149638
"Welch",52,1,2,2,2,18,0.0731474286270313,8.83471623695532
"Student",53,1,2,2,2,18,0.132739438584672,6.65863840944912
"Welch",53,1,2,2,2,18,0.00357902725726705,2.8399844594686
"Student",54,1,2,2,2,18,0.174726362839018,7.75853051579377
"Welch",54,1,2,2,2,18,0.0123422433451905,3.64213937165341
"Student",55,1,2,2,2,18,0.110155266284789,5.85051472433617
"Welch",55,1,2,2,2,18,0.347416377342346,28.058557715706
"Student",56,1,2,2,2,18,0.0788913239650955,5.85106054087764
"Welch",56,1,2,2,2,18,0.27613599740765,22.950078318116
"Student",57,1,2,2,2,18,0.158905542932282,5.71328923961112
"Welch",57,1,2,2,2,18,0.187390592996491,9.68750215536522
"Student",58,1,2,2,2,18,0.0437645624139196,5.07613982302405
"Welch",58,1,2,2,2,18,0.12366424532877,9.69076250633285
"Student",59,1,2,2,2,18,0.821238886203847,6.37324910807577
"Welch",59,1,2,2,2,18,0.757748082029947,9.37993542843255
"Student",60,1,2,2,2,18,0.0660662137245878,4.81469445026914
"Welch",60,1,2,2,2,18,0.0870492296333011,6.1414364851559
"Student",61,1,2,2,2,18,0.151303041590262,4.5137330385323
"Welch",61,1,2,2,2,18,0.0174315187494896,2.36884350114116
"Student",62,1,2,2,2,18,0.102252510581806,6.30491666436838
"Welch",62,1,2,2,2,18,0.329530633060109,28.7843283743948
"Student",63,1,2,2,2,18,0.0183718465881524,4.49521566277968
"Welch",63,1,2,2,2,18,0.236307020660086,22.4678723840613
"Student",64,1,2,2,2,18,0.109482445614069,7.83299575704919
"Welch",64,1,2,2,2,18,0.253403373961163,23.5161881413606
"Student",65,1,2,2,2,18,0.659631762834167,7.54362587908148
"Welch",65,1,2,2,2,18,0.19292999863009,2.49825181869622
"Student",66,1,2,2,2,18,0.0563515236014547,5.57442877757974
"Welch",66,1,2,2,2,18,0.000341491305668835,2.25143445250582
"Student",67,1,2,2,2,18,0.55270918516757,5.39807607889887
"Welch",67,1,2,2,2,18,0.329095036201614,4.42488176809409
"Student",68,1,2,2,2,18,0.0590645927332439,5.99552012193691
"Welch",68,1,2,2,2,18,0.0205751018679314,4.14966624974727
"Student",69,1,2,2,2,18,0.172718765058948,7.14190934141412
"Welch",69,1,2,2,2,18,0.000541407247679188,2.41414342943341
"Student",70,1,2,2,2,18,0.280117398171392,5.95919331928924
"Welch",70,1,2,2,2,18,0.00328985072555918,1.9531882478992
"Student",71,1,2,2,2,18,0.326235961613879,6.00814471914308
"Welch",71,1,2,2,2,18,0.00748211494457533,2.01294149140306
"Student",72,1,2,2,2,18,0.185664389811551,5.0218084479067
"Welch",72,1,2,2,2,18,0.0796930043733129,4.04773293735452
"Student",73,1,2,2,2,18,0.120614460620932,5.56743375345188
"Welch",73,1,2,2,2,18,0.104626705826083,6.48188080447649
"Student",74,1,2,2,2,18,0.29676505849715,6.8109289977557
"Welch",74,1,2,2,2,18,0.0357655980285308,3.1691048995352
"Student",75,1,2,2,2,18,0.0120758866461102,4.10262941897394
"Welch",75,1,2,2,2,18,0.0267692183931613,4.05812372491665
"Student",76,1,2,2,2,18,0.593082835000496,4.06316996335034
"Welch",76,1,2,2,2,18,0.767318742536765,29.160533152714
"Student",77,1,2,2,2,18,0.315456949044637,5.24914049318724
"Welch",77,1,2,2,2,18,0.0305514178706969,2.26783953754791
"Student",78,1,2,2,2,18,0.0258443319382003,5.98015305462795
"Welch",78,1,2,2,2,18,0.23419513043552,27.0741810101792
"Student",79,1,2,2,2,18,0.678371900291744,8.28067559309275
"Welch",79,1,2,2,2,18,0.55115433653541,10.0709278034453
"Student",80,1,2,2,2,18,0.397882827723874,5.53652362197626
"Welch",80,1,2,2,2,18,0.0248224616100596,1.95372935585329
"Student",81,1,2,2,2,18,0.15296117182712,5.98737690627627
"Welch",81,1,2,2,2,18,0.00149002863051206,2.270653447584
"Student",82,1,2,2,2,18,0.108830743422928,6.07879900683335
"Welch",82,1,2,2,2,18,0.126129704279925,8.5468442458738
"Student",83,1,2,2,2,18,0.0432822955459865,4.76474517576811
"Welch",83,1,2,2,2,18,0.00712615093215196,2.74916661287423
"Student",84,1,2,2,2,18,0.0262686451484355,4.236092695359
"Welch",84,1,2,2,2,18,9.49778069673879e-07,1.41202497713469
"Student",85,1,2,2,2,18,0.466814500173383,6.58807895100887
"Welch",85,1,2,2,2,18,0.241106952172869,5.19156062799078
"Student",86,1,2,2,2,18,0.457891519549052,6.35351801073575
"Welch",86,1,2,2,2,18,0.0367413609482636,2.13639401643794
"Student",87,1,2,2,2,18,0.131520584129165,6.60441605221766
"Welch",87,1,2,2,2,18,0.000417915169231694,2.3591599896333
"Student",88,1,2,2,2,18,0.378493079578331,6.13074139421198
"Welch",88,1,2,2,2,18,0.418169927779118,15.5541724442884
"Student",89,1,2,2,2,18,0.180141184129837,6.96616216975082
"Welch",89,1,2,2,2,18,0.000515625366090883,2.29567359608148
"Student",90,1,2,2,2,18,0.181164138032243,4.90889056993161
"Welch",90,1,2,2,2,18,0.197363435337183,8.13069340239441
"Student",91,1,2,2,2,18,0.224801756337614,5.16049637377661
"Welch",91,1,2,2,2,18,0.202789254978961,7.57892045658474
"Student",92,1,2,2,2,18,0.239162946078287,5.03816806355587
"Welch",92,1,2,2,2,18,0.501565223725573,30.0248421163655
"Student",93,1,2,2,2,18,0.315237293145235,4.80219117662753
"Welch",93,1,2,2,2,18,0.0313740147797756,2.08811957492697
"Student",94,1,2,2,2,18,0.239124554154693,6.73696396290832
"Welch",94,1,2,2,2,18,0.0024733986661416,2.3241689259225
"Student",95,1,2,2,2,18,0.0883349699293873,4.95699338529363
"Welch",95,1,2,2,2,18,0.0416251546534227,3.93599007144481
"Student",96,1,2,2,2,18,0.498443727248629,7.56364297411026
"Welch",96,1,2,2,2,18,0.0796011820166767,2.82583592096
"Student",97,1,2,2,2,18,0.316294740862108,8.59822136357914
"Welch",97,1,2,2,2,18,0.205868975744036,9.52035737158844
"Student",98,1,2,2,2,18,0.178392332464264,5.67989986104948
"Welch",98,1,2,2,2,18,0.0365873486798206,3.40137868258294
"Student",99,1,2,2,2,18,0.0228459540522613,5.94974899590688
"Welch",99,1,2,2,2,18,0.185783033125612,20.8558636574671
"Student",100,1,2,2,2,18,0.530056101498143,8.77363495457403
"Welch",100,1,2,2,2,18,0.182944405790372,4.39496939556353
"Student",1,1,3,2,2,18,0.406221158923598,6.07223929126385
"Welch",1,1,3,2,2,18,0.0184122382734676,1.9902801735427
"Student",2,1,3,2,2,18,0.387609346962466,7.45420025312852
"Welch",2,1,3,2,2,18,0.167120016110257,5.48509534057576
"Student",3,1,3,2,2,18,0.401742267605071,10.2426068722032
"Welch",3,1,3,2,2,18,0.0205304509751397,3.46283493029683
"Student",4,1,3,2,2,18,0.755480779646289,6.38204639414474
"Welch",4,1,3,2,2,18,0.776583150818488,20.9079011317892
"Student",5,1,3,2,2,18,0.496183780983634,11.9028265778486
"Welch",5,1,3,2,2,18,0.230873537546686,8.08615680076742
"Student",6,1,3,2,2,18,0.388325942130138,7.511373825757
"Welch",6,1,3,2,2,18,0.19387756587536,6.2389742133932
"Student",7,1,3,2,2,18,0.712602265067378,9.04769356155597
"Welch",7,1,3,2,2,18,0.33019753331099,3.46416199701125
"Student",8,1,3,2,2,18,0.382268719913919,8.00413244927711
"Welch",8,1,3,2,2,18,0.0136849699596248,2.61919074773242
"Student",9,1,3,2,2,18,0.34757435041187,6.96593164480077
"Welch",9,1,3,2,2,18,0.0140208926633534,2.45883475167103
"Student",10,1,3,2,2,18,0.0832000614174486,8.58549880015574
"Welch",10,1,3,2,2,18,0.157554721403558,16.5763133997807
"Student",11,1,3,2,2,18,0.239023210983029,9.31131294265479
"Welch",11,1,3,2,2,18,0.087840711273002,6.86301982462248
"Student",12,1,3,2,2,18,0.646513044394776,7.89354900829057
"Welch",12,1,3,2,2,18,0.424304023775596,6.17625300839595
"Student",13,1,3,2,2,18,0.643214845169694,7.27724184234432
"Welch",13,1,3,2,2,18,0.235470346002931,2.86877810833302
"Student",14,1,3,2,2,18,0.518476165225583,10.2634524205386
"Welch",14,1,3,2,2,18,0.273181753866252,7.64428716620462
"Student",15,1,3,2,2,18,0.300503902411504,9.79204870718842
"Welch",15,1,3,2,2,18,0.00456772777449217,3.217130698069
"Student",16,1,3,2,2,18,0.238316425729388,8.60422861720017
"Welch",16,1,3,2,2,18,0.00478104256927049,3.18690967170913
"Student",17,1,3,2,2,18,0.332967364258458,9.06375942547848
"Welch",17,1,3,2,2,18,0.0113941094925789,3.18619047665563
"Student",18,1,3,2,2,18,0.067454950650389,8.85715446323217
"Welch",18,1,3,2,2,18,1.48628167934681e-05,2.89576566620777
"Student",19,1,3,2,2,18,0.330724120935426,9.96655579240117
"Welch",19,1,3,2,2,18,0.00695182661496966,3.2618116517973
"Student",20,1,3,2,2,18,0.223492884437931,7.64348107440643
"Welch",20,1,3,2,2,18,0.418143807681826,33.2144450706133
"Student",21,1,3,2,2,18,0.252285071841615,7.72441972277258
"Welch",21,1,3,2,2,18,0.00209742726042289,2.53830412304704
"Student",22,1,3,2,2,18,0.432139967450271,8.19539550060397
"Welch",22,1,3,2,2,18,0.247485041686043,7.51286111301765
"Student",23,1,3,2,2,18,0.219730540115765,8.70433162212115
"Welch",23,1,3,2,2,18,0.00571147782696213,3.39118289795375
"Student",24,1,3,2,2,18,0.19367948999535,9.17155430720895
"Welch",24,1,3,2,2,18,0.102333807508878,8.35191936481993
"Student",25,1,3,2,2,18,0.0168710801396085,6.16640578994848
"Welch",25,1,3,2,2,18,1.11153001505932e-06,2.17123154038865
"Student",26,1,3,2,2,18,0.51994974568097,12.6085241534307
"Welch",26,1,3,2,2,18,0.233315639233887,7.93576044643037
"Student",27,1,3,2,2,18,0.557204586403669,10.9402785639921
"Welch",27,1,3,2,2,18,0.0835875287395198,3.57510758478201
"Student",28,1,3,2,2,18,0.154558237109403,11.04184206494
"Welch",28,1,3,2,2,18,0.0788568092105041,9.65680250530641
"Student",29,1,3,2,2,18,0.0824386060604415,8.40950865212266
"Welch",29,1,3,2,2,18,2.8350134028751e-05,2.76416425594767
"Student",30,1,3,2,2,18,0.425478634135349,9.979663834607
"Welch",30,1,3,2,2,18,0.0231696975819774,3.27674076706685
"Student",31,1,3,2,2,18,0.3403444515985,9.40652953270546
"Welch",31,1,3,2,2,18,0.00803598723070987,3.08628473701244
"Student",32,1,3,2,2,18,0.138800880644996,6.49662845981911
"Welch",32,1,3,2,2,18,0.350578439810053,28.1046287777103
"Student",33,1,3,2,2,18,0.521524503088271,9.12117463161961
"Welch",33,1,3,2,2,18,0.257572281621467,6.29354926362138
"Student",34,1,3,2,2,18,0.424836846671303,9.28509079409055
"Welch",34,1,3,2,2,18,0.19275664344814,6.82978874249585
"Student",35,1,3,2,2,18,0.335860441719592,9.50180732672628
"Welch",35,1,3,2,2,18,0.0158041084247829,3.49227180391938
"Student",36,1,3,2,2,18,0.584897167830396,9.71467506575894
"Welch",36,1,3,2,2,18,0.141486342546211,3.53771012872066
"Student",37,1,3,2,2,18,0.663517914919874,6.09133627826752
"Welch",37,1,3,2,2,18,0.244913409547015,2.27534428108317
"Student",38,1,3,2,2,18,0.189857252403836,8.39820590118644
"Welch",38,1,3,2,2,18,0.0717363406010273,6.34841455081582
"Student",39,1,3,2,2,18,0.283564280184279,9.46570538571444
"Welch",39,1,3,2,2,18,0.024336619756181,4.13725793678229
"Student",40,1,3,2,2,18,0.256494426463817,10.6853438419992
"Welch",40,1,3,2,2,18,0.00386186147929929,3.75075823544102
"Student",41,1,3,2,2,18,0.0874640035158037,5.48296044334136
"Welch",41,1,3,2,2,18,0.225763908938418,15.6612008097887
"Student",42,1,3,2,2,18,0.416140105115101,9.91063887277753
"Welch",42,1,3,2,2,18,0.07792972369445,4.50149879782174
"Student",43,1,3,2,2,18,0.0122360023092643,4.87461727296731
"Welch",43,1,3,2,2,18,0.318124392848479,39.9971942800225
"Student",44,1,3,2,2,18,0.179226571534094,7.25456010907744
"Welch",44,1,3,2,2,18,0.00582892116993849,3.0280305276049
"Student",45,1,3,2,2,18,0.290349087105787,8.09705147014238
"Welch",45,1,3,2,2,18,0.134767194359609,6.74455466732398
"Student",46,1,3,2,2,18,0.123090745232538,9.05336654483525
"Welch",46,1,3,2,2,18,0.00361891415150635,3.93260589540153
"Student",47,1,3,2,2,18,0.16553474842656,10.2671911956337
"Welch",47,1,3,2,2,18,0.0427514961781706,6.66767484822876
"Student",48,1,3,2,2,18,0.186467213944846,10.3841403851796
"Welch",48,1,3,2,2,18,0.0525653026714635,6.91946932377566
"Student",49,1,3,2,2,18,0.717386874213798,9.31280100058751
"Welch",49,1,3,2,2,18,0.380592969579348,4.07569611757418
"Student",50,1,3,2,2,18,0.092065173568721,8.16205687541484
"Welch",50,1,3,2,2,18,0.0260665359103388,5.45690285152947
"Student",51,1,3,2,2,18,0.641203635216642,9.68826461650595
"Welch",51,1,3,2,2,18,0.482271376123753,10.3091226014841
"Student",52,1,3,2,2,18,0.10588729435015,6.2129535157798
"Welch",52,1,3,2,2,18,6.73813822687353e-05,2.03497944254526
"Student",53,1,3,2,2,18,0.231695851688729,8.68767293759555
"Welch",53,1,3,2,2,18,0.243076320391029,15.4585201152147
"Student",54,1,3,2,2,18,0.84784976116228,9.75518176918254
"Welch",54,1,3,2,2,18,0.654368680404187,4.70673897539137
"Student",55,1,3,2,2,18,0.228737729934442,7.47540339577541
"Welch",55,1,3,2,2,18,0.328384701637798,20.8154968661955
"Student",56,1,3,2,2,18,0.379887143438901,8.99619313517588
"Welch",56,1,3,2,2,18,0.103422480243264,5.03733824699874
"Student",57,1,3,2,2,18,0.189224300826572,8.55498639516691
"Welch",57,1,3,2,2,18,0.0193646650214816,4.25733072200118
"Student",58,1,3,2,2,18,0.33000980510289,10.5270528072977
"Welch",58,1,3,2,2,18,0.0747920490921315,5.76953445247504
"Student",59,1,3,2,2,18,0.48494877448423,9.94727519303243
"Welch",59,1,3,2,2,18,0.0528347560207226,3.42231227097105
"Student",60,1,3,2,2,18,0.361281156125143,11.213783411214
"Welch",60,1,3,2,2,18,0.0106783853840685,3.68329981466399
"Student",61,1,3,2,2,18,0.370999767173831,7.96424435056309
"Welch",61,1,3,2,2,18,0.0297527125782289,3.07106706168348
"Student",62,1,3,2,2,18,0.158697967021464,8.73701664633776
"Welch",62,1,3,2,2,18,0.0103412027365307,4.10150537515505
"Student",63,1,3,2,2,18,0.147504545632275,8.13481272900856
"Welch",63,1,3,2,2,18,0.00414585515084528,3.4390419368826
"Student",64,1,3,2,2,18,0.458112972193316,9.82505610895764
"Welch",64,1,3,2,2,18,0.0677558477410096,3.85396402771566
"Student",65,1,3,2,2,18,0.266803724109487,8.81667832367529
"Welch",65,1,3,2,2,18,0.0153722132005364,3.64708849418131
"Student",66,1,3,2,2,18,0.237548476880107,9.12997980704679
"Welch",66,1,3,2,2,18,0.00162178223022186,3.00264574634636
"Student",67,1,3,2,2,18,0.17532320260615,7.89220090425117
"Welch",67,1,3,2,2,18,0.0863545788251167,6.84038847013324
"Student",68,1,3,2,2,18,0.514160538391778,11.6582610730305
"Welch",68,1,3,2,2,18,0.0649702249876818,3.94753941682624
"Student",69,1,3,2,2,18,0.199103536937983,7.26539453864046
"Welch",69,1,3,2,2,18,0.216695013294709,12.5728826874225
"Student",70,1,3,2,2,18,0.103916173701741,11.5892984357971
"Welch",70,1,3,2,2,18,0.0195481507082382,6.94530572840882
"Student",71,1,3,2,2,18,0.327440982504581,10.220321627686
"Welch",71,1,3,2,2,18,0.109299325139097,6.74707527052732
"Student",72,1,3,2,2,18,0.165249734604969,7.52777545235369
"Welch",72,1,3,2,2,18,0.000355197640217554,2.46050476761718
"Student",73,1,3,2,2,18,0.0817915556100489,8.11359952265943
"Welch",73,1,3,2,2,18,2.94003272276571e-05,2.69862041386104
"Student",74,1,3,2,2,18,0.220448169464225,8.30839373650952
"Welch",74,1,3,2,2,18,0.00210423078626643,2.91330190802514
"Student",75,1,3,2,2,18,0.365289654355126,9.0857732842661
"Welch",75,1,3,2,2,18,0.105388531105787,5.33228745828588
"Student",76,1,3,2,2,18,0.203847724736303,10.9329800709181
"Welch",76,1,3,2,2,18,0.0010250497492167,3.68513265591533
"Student",77,1,3,2,2,18,0.719578291623802,7.18728115702796
"Welch",77,1,3,2,2,18,0.335090148043486,2.6960198131713
"Student",78,1,3,2,2,18,0.32146779806917,8.14193974044862
"Welch",78,1,3,2,2,18,0.00825281085243031,2.79299190711106
"Student",79,1,3,2,2,18,0.359600711544553,10.0237926914144
"Welch",79,1,3,2,2,18,0.0101996793881309,3.27592650941781
"Student",80,1,3,2,2,18,0.330796184262107,7.95155631468663
"Welch",80,1,3,2,2,18,0.00702940695665743,2.60787675768596
"Student",81,1,3,2,2,18,0.577994952569362,9.47731725765297
"Welch",81,1,3,2,2,18,0.0998361119289016,3.09804696633556
"Student",82,1,3,2,2,18,0.699435500194277,12.3325665036652
"Welch",82,1,3,2,2,18,0.250794395664441,4.07904994052017
"Student",83,1,3,2,2,18,0.733851943325057,6.19433987886765
"Welch",83,1,3,2,2,18,0.421549866525873,2.83652662981235
"Student",84,1,3,2,2,18,0.573467013446694,8.16643006594204
"Welch",84,1,3,2,2,18,0.108125273411153,2.7701184943604
"Student",85,1,3,2,2,18,0.124718636639093,8.54699522666225
"Welch",85,1,3,2,2,18,0.000549551544914833,3.14589442839032
"Student",86,1,3,2,2,18,0.177712765890916,7.92363024347923
"Welch",86,1,3,2,2,18,0.000509347242695508,2.62846565676799
"Student",87,1,3,2,2,18,0.355907108869579,8.73526609297796
"Welch",87,1,3,2,2,18,0.035995663219584,3.61855155323818
"Student",88,1,3,2,2,18,0.191828350584664,8.33732796719559
"Welch",88,1,3,2,2,18,0.00122989997622896,2.92200113709178
"Student",89,1,3,2,2,18,0.25712488181047,8.18485223619619
"Welch",89,1,3,2,2,18,0.02056840042372,3.63149580481693
"Student",90,1,3,2,2,18,0.262635411457998,11.1071511757242
"Welch",90,1,3,2,2,18,0.151944358484634,10.9868452878039
